,Suhu3pm,Suhu9am,SuhuMax,Tekanan3pm
5249,23.6,21.1,25.1,1014.9
5250,41.3,30.4,42.5,1010.3
5251,32.9,29.0,33.9,1008.3
5252,26.2,21.7,26.7,1012.6
5253,,13.0,15.5,
5254,6.3,6.0,7.3,1013.3
5255,15.1,14.8,16.7,1031.2
5256,21.2,17.5,21.9,1020.0
5257,24.0,17.7,25.1,1015.0
5258,11.0,5.9,11.1,1019.7
5259,21.5,14.5,22.6,1011.7
5260,4.3,1.5,4.7,
5261,29.5,28.3,32.3,1010.9
5262,17.0,10.6,18.1,1025.3
5263,11.8,7.4,12.8,1016.6
5264,24.4,23.5,26.3,1016.8
5265,14.8,8.9,15.9,1023.3
5266,33.7,26.4,34.7,1006.5
5267,30.2,20.8,30.3,1018.3
5268,15.4,13.9,17.3,1017.1
5269,9.3,16.6,16.6,1007.3
5270,23.0,18.3,23.5,1022.8
5271,15.5,14.2,17.4,1016.4
5272,18.0,18.6,19.5,1017.2
5273,22.5,21.5,24.4,
5274,28.5,27.7,30.1,1010.2
5275,14.2,9.1,15.0,1019.9
5276,,21.3,29.0,
5277,18.2,11.5,19.3,1025.2
5278,11.2,7.5,12.5,994.8
5279,16.1,18.0,20.0,1022.4
5280,15.5,14.0,17.9,
5281,17.9,3.9,19.1,1022.1
5282,26.0,23.9,26.3,1008.0
5283,21.7,20.0,22.7,1017.1
5284,13.4,9.6,14.0,1032.3
5285,31.7,22.4,32.7,1016.8
5286,29.7,21.6,30.1,1000.8
5287,34.9,24.4,36.4,1010.0
5288,12.5,10.7,13.4,
5289,18.1,13.2,18.7,1026.4
5290,27.8,15.5,30.5,1006.2
5291,25.6,19.3,27.2,1015.1
5292,23.3,17.1,26.1,1008.0
5293,26.0,22.0,27.5,
5294,34.7,27.2,36.1,1016.1
5295,22.6,17.5,23.5,1023.6
5296,20.9,14.9,22.0,1008.4
5297,11.8,2.0,11.9,1035.8
5298,,,15.3,
5299,15.5,7.0,15.8,1016.2
5300,19.7,18.6,21.5,1035.9
5301,17.7,13.9,19.4,995.7
5302,18.7,16.7,20.1,1022.3
5303,,,40.7,1007.5
5304,11.6,5.9,12.4,1009.0
5305,12.3,11.8,14.3,1012.6
5306,18.4,13.1,19.3,1016.6
5307,11.1,9.1,13.6,1024.5
5308,26.0,19.7,27.4,
5309,19.4,17.8,20.4,1015.8
5310,31.0,24.9,32.0,1010.8
5311,16.3,11.0,17.5,1016.6
5312,22.6,18.5,23.3,1021.9
5313,16.5,9.6,17.4,1025.8
5314,19.1,8.2,19.3,1018.6
5315,18.9,9.6,19.5,1022.3
5316,22.8,16.8,24.9,1020.4
5317,19.2,11.9,19.6,
5318,18.4,19.5,21.7,1010.6
5319,21.9,18.7,24.2,1011.9
5320,31.3,26.8,33.2,1009.7
5321,23.1,13.4,23.9,1019.9
5322,28.6,28.2,30.7,1015.2
5323,14.2,12.4,15.6,1029.7
5324,32.9,27.2,35.3,1012.1
5325,14.5,11.5,15.4,1020.7
5326,30.0,28.9,31.7,1010.8
5327,12.2,8.8,13.5,1012.2
5328,21.0,18.1,22.3,1024.5
5329,19.7,10.6,20.3,1024.0
5330,22.7,15.0,24.2,1019.6
5331,16.0,12.7,16.9,1030.7
5332,31.6,27.4,34.2,1002.2
5333,16.6,10.2,17.2,1030.5
5334,21.5,20.8,22.9,1017.8
5335,13.1,12.7,16.9,1011.2
5336,27.3,19.6,29.3,1010.1
5337,9.3,8.3,11.2,1015.0
5338,,26.5,35.5,1008.9
5339,16.8,15.0,19.1,1020.0
5340,20.9,18.3,23.4,1015.0
5341,16.0,10.4,16.6,1011.1
5342,32.6,28.3,32.9,1007.9
5343,32.6,22.2,34.1,
5344,19.1,19.5,22.3,1007.9
5345,24.2,16.6,27.4,1013.5
5346,27.7,18.9,29.0,1016.7
5347,15.8,11.5,17.2,1022.2
5348,21.7,12.1,22.1,
5349,23.6,15.5,24.0,1017.2
5350,19.3,16.6,19.6,1016.2
5351,18.6,18.4,19.1,1009.9
5352,23.8,22.9,24.9,1020.1
5353,16.4,15.1,17.4,1005.7
5354,22.5,19.3,23.3,1022.1
5355,37.1,22.2,39.4,1011.6
5356,25.8,20.9,26.8,1013.8
5357,27.4,15.1,29.1,1017.7
5358,14.9,10.6,16.2,1017.3
5359,13.1,8.7,15.4,1023.8
5360,18.1,6.5,19.4,1023.5
5361,25.4,24.6,27.2,1015.7
5362,30.1,18.8,32.2,
5363,21.6,17.2,22.3,1016.1
5364,31.4,25.1,32.2,1008.4
5365,18.6,13.4,19.9,
5366,14.9,8.9,16.4,1025.6
5367,26.7,18.3,28.4,1011.1
5368,21.7,14.0,22.0,
5369,28.8,25.9,29.7,1009.4
5370,19.9,13.2,20.6,1022.8
5371,33.0,31.8,37.1,1005.5
5372,29.9,19.2,31.0,1011.6
5373,21.5,17.1,21.8,1016.8
5374,12.8,10.6,13.6,1024.1
5375,21.9,18.8,22.3,1017.3
5376,12.4,10.6,13.4,1023.6
5377,20.2,14.7,21.6,1019.9
5378,20.7,21.2,22.1,1010.2
5379,24.8,22.3,26.9,1015.9
5380,26.6,19.0,27.1,
5381,19.0,18.4,22.3,1017.9
5382,20.8,17.6,22.4,1024.7
5383,19.9,13.1,20.8,1014.5
5384,21.5,16.8,22.2,1021.8
5385,27.0,21.7,27.4,1012.5
5386,19.9,18.9,21.5,
5387,16.2,9.3,17.0,1021.2
5388,21.6,20.4,23.2,1012.0
5389,22.4,11.5,23.4,1019.3
5390,3.8,1.9,5.2,
5391,23.6,24.3,27.2,1014.3
5392,17.0,12.9,17.6,1015.0
5393,16.7,8.5,17.5,1020.5
5394,11.4,5.9,14.3,1022.3
5395,22.5,15.2,24.3,1014.4
5396,19.7,19.8,21.5,1019.8
5397,28.3,15.8,28.9,1013.4
5398,21.8,14.2,23.4,1034.2
5399,33.5,30.1,34.5,1005.3
5400,25.7,26.2,28.2,1021.2
5401,12.1,11.7,19.3,1012.1
5402,18.2,15.0,19.6,1020.3
5403,15.8,10.0,16.7,1024.5
5404,22.6,20.1,23.6,
5405,27.4,17.1,28.2,1009.6
5406,22.7,13.2,24.2,1014.3
5407,,,,
5408,37.3,23.0,37.7,1007.2
5409,36.3,28.0,38.4,1010.1
5410,26.8,19.5,27.9,
5411,17.9,10.5,18.6,1015.7
5412,31.9,23.7,33.5,1012.7
5413,30.6,20.7,32.1,1014.7
5414,16.2,7.1,16.8,1025.0
5415,18.8,16.3,20.9,1008.9
5416,25.5,15.6,27.3,1020.3
5417,28.7,25.7,30.0,1014.1
5418,14.0,15.6,19.6,1011.0
5419,17.1,18.3,19.7,1020.8
5420,23.8,20.5,25.4,1015.2
5421,18.7,16.7,19.3,1026.3
5422,16.4,17.2,19.1,1024.3
5423,18.5,14.6,19.2,1010.7
5424,23.7,13.7,24.2,1024.5
5425,22.3,14.8,22.8,
5426,16.7,17.7,20.7,1021.4
5427,22.8,18.7,23.6,1025.4
5428,17.0,10.0,17.8,
5429,17.4,10.4,18.3,1030.5
5430,19.4,15.6,23.8,1015.0
5431,32.0,23.4,34.4,1010.8
5432,15.0,9.7,16.2,
5433,26.6,18.6,28.0,1008.6
5434,20.5,21.3,23.3,1012.3
5435,13.6,9.4,14.2,1029.5
5436,19.2,16.4,21.6,
5437,13.0,11.5,14.1,1018.2
5438,21.2,16.0,22.1,1021.4
5439,10.1,5.4,11.0,1028.0
5440,10.2,3.6,11.3,1027.2
5441,34.5,23.5,36.1,1010.4
5442,20.6,10.3,20.9,1014.5
5443,,,,
5444,27.2,24.3,28.9,1014.1
5445,28.4,25.8,29.5,1013.3
5446,15.2,11.4,15.2,1004.0
5447,41.6,29.0,43.0,1002.2
5448,17.7,14.7,20.0,1017.8
5449,24.3,20.8,25.3,1021.7
5450,27.7,27.0,30.0,1011.9
5451,30.7,29.7,32.9,1009.2
5452,25.1,21.7,25.3,1011.1
5453,28.5,20.6,30.1,1012.3
5454,20.0,15.9,20.5,1021.8
5455,16.3,7.8,17.2,1015.9
5456,11.3,6.1,12.4,1013.2
5457,23.2,17.7,24.5,1012.7
5458,19.3,11.6,20.2,1027.8
5459,16.1,13.0,16.8,1023.7
5460,29.5,25.1,33.2,1012.6
5461,18.5,15.5,19.6,1012.4
5462,33.0,21.5,34.7,1013.5
5463,16.7,11.2,16.8,1010.2
5464,17.4,16.6,18.8,1016.4
5465,27.6,29.7,32.7,1006.6
5466,14.1,13.0,16.0,1021.3
5467,20.0,17.6,21.9,1019.9
5468,20.8,13.7,21.4,1015.6
5469,26.5,19.9,27.0,1003.9
5470,20.4,18.1,24.5,1004.5
5471,23.8,18.5,25.5,1020.8
5472,20.9,24.6,26.8,1015.5
5473,20.8,13.8,22.3,1008.9
5474,30.4,20.9,31.5,1013.7
5475,19.5,19.7,21.6,1016.6
5476,1.8,,3.0,
5477,28.5,20.0,29.2,1013.2
5478,35.5,26.2,36.7,1004.7
5479,22.0,18.3,23.8,1024.3
5480,18.2,5.4,18.7,
5481,9.8,5.0,10.4,1019.9
5482,19.3,17.6,24.3,
5483,27.2,17.1,28.8,1014.1
5484,16.8,15.6,17.8,1016.4
5485,25.0,23.1,26.9,1012.5
5486,26.6,24.7,28.0,1016.1
5487,16.2,11.4,17.1,1019.5
5488,17.8,16.8,19.7,1019.2
5489,38.0,29.0,40.0,1007.8
5490,28.0,19.2,29.5,1017.4
5491,29.2,21.1,30.5,1012.5
5492,25.1,14.2,26.6,1007.7
5493,10.4,10.5,14.4,1011.5
5494,16.1,14.7,18.2,1008.6
5495,16.6,18.3,29.8,1008.1
5496,16.5,11.6,17.8,1012.9
5497,36.4,24.9,37.0,1009.3
5498,16.1,13.7,17.6,1007.2
5499,16.7,15.3,20.2,1009.4
5500,38.9,25.4,40.1,1011.7
5501,19.6,17.0,20.1,1015.7
5502,14.3,10.5,15.3,1023.8
5503,22.5,15.9,23.3,1022.3
5504,25.3,22.8,27.5,1018.2
5505,23.0,22.2,25.2,989.3
5506,24.9,17.9,28.2,1014.0
5507,11.2,4.5,12.2,1031.2
5508,25.1,24.5,26.8,1020.3
5509,18.3,12.0,,
5510,25.9,25.2,27.8,1014.5
5511,17.7,11.2,18.7,1004.1
5512,23.2,15.4,23.7,1012.7
5513,24.2,10.5,24.4,1015.5
5514,30.9,30.1,38.7,1008.0
5515,18.1,14.9,19.6,1015.2
5516,23.3,23.0,23.9,1016.2
5517,21.5,16.5,23.1,1012.6
5518,11.7,5.5,11.8,1019.4
5519,9.8,11.6,12.1,1011.8
5520,10.1,5.6,11.5,1026.3
5521,30.0,27.7,34.1,1011.9
5522,29.2,27.1,30.4,1010.9
5523,18.7,19.1,22.6,1012.4
5524,13.3,12.5,14.8,1026.2
5525,10.9,7.5,13.1,1032.3
5526,23.4,20.0,24.6,1007.0
5527,,19.8,23.0,1011.7
5528,36.9,29.1,39.1,1008.5
5529,16.9,14.1,17.5,1012.9
5530,21.5,14.2,23.4,1026.4
5531,13.1,6.3,14.3,
5532,24.2,22.2,27.2,1010.5
5533,19.9,14.2,20.8,1015.8
5534,14.5,16.1,17.6,1003.4
5535,25.9,19.5,27.4,1010.6
5536,28.8,22.4,31.0,1014.1
5537,20.1,14.7,21.5,1015.7
5538,37.2,20.6,37.5,1018.8
5539,27.0,21.9,28.5,1013.5
5540,25.5,20.2,25.8,1017.5
5541,12.4,8.8,14.3,1020.4
5542,21.6,17.8,22.5,1025.3
5543,13.6,7.9,14.9,1022.6
5544,27.0,19.7,30.0,1015.4
5545,11.8,3.0,13.6,1009.7
5546,22.5,24.3,33.4,1013.8
5547,21.6,16.0,24.6,1012.1
5548,14.6,9.1,15.8,1024.5
5549,31.7,20.9,32.3,1016.0
5550,27.1,24.0,31.0,1017.8
5551,17.3,16.0,18.2,1023.9
5552,19.8,19.5,22.8,
5553,17.3,10.8,18.1,1009.8
5554,19.4,13.2,20.1,1014.4
5555,23.7,21.4,24.8,1002.7
5556,18.3,15.8,20.1,1018.3
5557,23.9,21.6,25.4,1012.0
5558,15.3,10.9,17.2,
5559,19.6,14.9,20.3,1020.8
5560,11.8,2.6,11.9,1022.5
5561,13.6,11.4,14.5,1013.5
5562,31.5,25.9,32.1,1001.2
5563,15.8,13.9,16.8,1030.3
5564,21.1,16.6,22.4,1023.1
5565,13.2,9.9,13.4,1025.7
5566,28.8,26.3,30.5,1017.1
5567,21.0,13.0,22.1,1016.0
5568,32.3,21.7,33.4,1011.0
5569,12.9,5.5,13.2,1012.2
5570,21.9,19.3,25.0,1018.8
5571,18.4,15.7,20.0,1011.8
5572,35.4,24.5,37.1,1006.9
5573,25.2,24.4,27.8,1016.9
5574,17.6,18.2,18.4,1014.0
5575,15.4,13.0,15.7,1023.8
5576,16.6,18.1,20.6,1007.9
5577,30.4,19.7,32.4,
5578,21.8,15.4,22.1,1013.9
5579,13.4,11.0,15.8,1020.6
5580,17.4,8.0,18.1,1029.7
5581,26.5,28.4,29.9,1014.1
5582,3.0,,5.1,
5583,25.2,22.5,31.3,1007.9
5584,25.4,25.1,31.3,1006.8
5585,20.7,16.6,22.5,1015.9
5586,32.9,19.4,33.8,1015.9
5587,9.4,6.7,10.8,1013.8
5588,16.9,14.5,19.4,1009.8
5589,,23.4,35.7,
5590,25.3,17.7,26.7,1015.4
5591,19.8,13.4,20.4,1017.6
5592,22.6,16.2,24.0,1016.8
5593,31.4,23.1,33.2,1011.5
5594,25.2,18.0,25.8,
5595,10.8,6.1,13.5,1011.7
5596,20.3,20.4,22.7,1001.3
5597,24.4,20.6,25.7,1015.0
5598,24.7,22.1,25.8,1016.1
5599,19.1,14.6,20.1,1025.6
5600,10.3,7.6,13.1,1027.6
5601,28.4,20.2,32.1,1004.0
5602,10.8,7.2,12.3,1012.9
5603,14.1,12.1,15.9,1003.0
5604,24.7,23.5,27.4,1016.4
5605,,22.0,22.5,1010.0
5606,15.2,13.4,15.5,1026.2
5607,18.1,15.7,18.9,1005.0
5608,13.8,5.2,14.0,1013.9
5609,22.5,19.9,25.6,1011.3
5610,27.2,26.0,30.4,1010.5
5611,29.8,25.6,30.0,1019.8
5612,26.2,18.2,27.3,1011.2
5613,13.5,10.3,13.9,1023.0
5614,14.4,13.0,15.0,1022.1
5615,17.2,11.0,18.4,1023.1
5616,30.4,20.9,31.4,1028.9
5617,29.4,24.3,30.1,1003.2
5618,22.2,15.8,23.0,1017.8
5619,32.1,26.0,34.0,
5620,17.2,15.6,17.5,1027.4
5621,28.7,20.1,30.5,1017.9
5622,30.6,22.5,30.9,1013.1
5623,21.2,12.8,22.3,1022.1
5624,33.9,26.5,35.0,1006.6
5625,31.2,23.0,32.2,1011.2
5626,22.2,15.6,23.9,
5627,25.9,24.5,27.7,1010.7
5628,11.7,9.3,12.0,1020.1
5629,28.2,25.7,29.8,1012.4
5630,17.5,10.2,19.2,
5631,13.8,5.4,14.9,1020.3
5632,13.7,12.8,15.7,1016.4
5633,34.7,39.4,43.0,1007.7
5634,13.6,13.6,14.6,1017.4
5635,15.6,10.6,16.0,1019.6
5636,22.6,21.1,24.1,1022.2
5637,30.3,18.6,33.1,1015.7
5638,10.8,0.6,11.5,1028.7
5639,18.6,14.7,19.6,1010.4
5640,33.5,16.4,34.4,
5641,25.7,16.2,27.4,1016.3
5642,31.6,19.6,33.0,1014.3
5643,27.8,25.3,29.0,1012.8
5644,19.5,13.1,19.8,
5645,18.5,11.7,19.6,1019.4
5646,19.4,18.8,19.8,1003.8
5647,19.3,12.8,22.2,1032.0
5648,26.7,22.2,29.3,1014.6
5649,22.6,17.2,23.6,1009.4
5650,34.8,29.1,36.2,1011.2
5651,29.1,30.0,34.6,1002.8
5652,27.3,25.7,29.3,1009.1
5653,11.8,9.8,13.4,1023.1
5654,27.2,25.5,28.9,1009.5
5655,8.7,9.5,11.2,1019.9
5656,13.3,7.5,14.1,1032.1
5657,38.7,28.7,40.4,1008.4
5658,18.7,16.0,20.4,1016.1
5659,15.5,10.8,16.0,1025.3
5660,18.6,12.6,21.0,1010.5
5661,16.8,20.1,23.3,1007.4
5662,19.0,11.1,19.8,1016.6
5663,24.7,25.7,26.5,1020.2
5664,16.8,15.7,21.7,992.7
5665,19.2,12.5,20.3,1026.1
5666,30.2,23.3,33.4,1008.9
5667,26.7,25.7,29.0,1017.6
5668,18.5,8.9,18.9,
5669,25.5,18.8,26.2,1013.8
5670,22.6,20.3,23.3,1008.7
5671,24.3,18.7,24.7,1013.3
5672,10.7,0.2,12.3,1015.8
5673,15.7,13.5,16.4,1022.1
5674,39.8,24.6,41.6,1008.8
5675,35.4,27.0,35.9,1019.6
5676,18.2,12.8,19.3,1009.1
5677,21.6,14.5,23.0,
5678,28.5,26.2,32.8,1006.0
5679,21.6,22.4,24.5,1020.5
5680,14.1,11.4,14.6,1016.6
5681,15.3,16.1,17.1,1028.9
5682,27.8,27.4,29.6,1013.5
5683,20.8,13.5,22.0,1017.2
5684,23.2,19.2,24.6,1012.0
5685,,29.0,37.0,1011.2
5686,21.9,19.8,22.7,
5687,18.4,19.2,19.7,1015.1
5688,31.7,27.8,32.7,1010.3
5689,16.1,9.3,17.4,1029.1
5690,13.1,2.8,14.5,1020.9
5691,18.9,15.5,19.4,1015.2
5692,35.0,26.0,36.3,1008.2
5693,10.8,2.6,12.0,
5694,10.9,14.5,16.0,1011.0
5695,28.5,20.9,29.4,1013.5
5696,24.5,13.6,25.9,1020.5
5697,29.9,24.5,31.3,1009.1
5698,18.5,17.1,22.6,1018.8
5699,22.0,15.0,23.9,1017.9
5700,16.7,9.5,17.2,1027.0
5701,17.5,13.7,18.3,1011.3
5702,23.7,14.0,24.4,1017.1
5703,24.1,20.2,25.6,1014.1
5704,10.6,13.1,17.2,1008.5
5705,15.9,13.4,16.4,1027.8
5706,16.6,14.3,17.0,1011.6
5707,16.9,11.8,17.9,
5708,16.3,14.4,17.9,1020.0
5709,19.0,14.3,19.6,1023.2
5710,23.3,17.3,24.6,1016.7
5711,14.6,6.7,15.5,1016.2
5712,26.6,20.6,27.5,1014.0
5713,22.4,10.6,22.9,1017.1
5714,9.6,7.8,10.5,1014.2
5715,29.7,22.2,30.4,1018.4
5716,,,16.0,
5717,24.6,15.6,25.2,1025.0
5718,24.8,15.4,25.1,1022.3
5719,16.2,12.7,18.3,1021.1
5720,23.4,15.4,23.8,1016.2
5721,27.0,23.5,27.6,1014.0
5722,14.1,13.2,17.5,1019.4
5723,13.2,12.0,14.9,1024.1
5724,3.6,2.0,4.5,
5725,19.5,16.1,20.7,1017.5
5726,19.9,15.5,20.8,1016.2
5727,26.4,24.1,27.6,1001.3
5728,14.1,14.4,16.3,1017.1
5729,12.3,9.5,12.9,1012.4
5730,23.9,18.5,25.0,1020.6
5731,20.8,17.5,25.3,
5732,25.0,19.2,27.5,1009.8
5733,25.5,24.5,28.4,1005.2
5734,14.0,9.6,16.6,1024.7
5735,19.6,17.5,21.0,
5736,21.9,10.6,22.4,1017.8
5737,18.6,18.0,21.7,1013.1
5738,20.9,14.4,22.9,1018.6
5739,16.6,17.1,18.5,1013.2
5740,21.9,16.6,22.8,1006.1
5741,24.7,19.3,25.4,1014.0
5742,18.4,9.4,19.2,1024.2
5743,29.9,22.5,32.5,1016.4
5744,24.3,16.0,24.6,1020.7
5745,23.9,16.5,30.2,1015.6
5746,16.0,14.9,17.9,1033.7
5747,21.4,17.1,22.9,1020.0
5748,,26.4,35.5,1009.9
5749,25.0,16.8,26.4,1017.6
5750,24.0,22.1,26.9,1016.7
5751,16.9,14.8,17.5,1024.8
5752,15.9,11.5,17.2,1027.8
5753,34.1,28.8,35.5,1011.1
5754,15.6,6.6,15.9,1027.3
5755,24.0,22.2,25.3,1013.5
5756,19.5,18.3,21.0,1024.9
5757,19.4,15.4,20.9,1019.1
5758,21.0,18.9,21.7,1014.3
5759,20.7,14.4,22.0,1014.6
5760,,9.5,12.4,
5761,22.6,20.6,23.6,1020.1
5762,25.3,22.8,27.2,1009.6
5763,17.5,14.7,20.3,
5764,12.1,,13.2,1027.0
5765,29.6,20.7,30.1,1009.2
5766,34.8,25.8,36.8,1014.2
5767,32.7,23.2,33.2,1012.6
5768,19.8,10.7,21.7,1023.3
5769,32.2,29.3,33.3,1007.9
5770,33.2,26.0,33.9,1009.1
5771,24.0,15.5,25.3,
5772,19.8,15.4,23.4,1002.8
5773,20.1,13.1,20.7,1007.7
5774,32.0,29.2,36.0,1005.9
5775,25.7,25.3,27.6,1018.3
5776,12.4,5.9,12.7,
5777,19.8,14.7,21.2,1022.1
5778,23.1,17.8,24.4,1013.3
5779,17.8,8.9,18.5,1023.0
5780,11.6,3.3,13.6,1023.8
5781,19.6,17.3,22.0,1012.1
5782,15.4,11.0,18.5,1011.5
5783,14.1,9.3,14.8,1016.4
5784,14.5,9.8,16.5,1015.1
5785,18.5,12.4,20.6,1000.0
5786,13.9,9.1,14.5,1012.6
5787,-2.8,-4.2,-2.4,
5788,17.5,11.3,18.1,1013.4
5789,25.0,22.2,26.7,1003.3
5790,10.3,9.2,11.4,1018.3
5791,19.9,12.2,20.3,1016.5
5792,12.6,9.8,13.7,1023.4
5793,18.7,13.2,19.5,1013.7
5794,17.9,13.6,19.2,1020.5
5795,16.0,14.2,18.7,1004.6
5796,36.5,29.3,38.0,1002.9
5797,26.4,21.5,29.4,1021.7
5798,13.3,8.7,14.2,1020.7
5799,38.7,26.9,39.6,1006.2
5800,12.0,12.0,17.8,1027.0
5801,35.7,25.6,36.7,1007.7
5802,16.8,15.4,18.8,1022.5
5803,12.0,9.2,12.3,1000.1
5804,35.8,26.9,36.8,1019.5
5805,20.0,12.5,21.0,1022.4
5806,29.6,22.3,30.4,1007.7
5807,17.8,8.0,18.8,
5808,22.1,15.1,22.3,1006.7
5809,15.9,12.7,16.9,1025.5
5810,19.2,18.3,19.8,1015.3
5811,23.5,23.0,25.2,1011.1
5812,28.2,20.9,28.4,1021.7
5813,24.3,15.2,26.1,1009.7
5814,17.3,10.5,18.3,1022.9
5815,21.9,18.8,23.6,1010.3
5816,20.8,19.4,23.4,1017.5
5817,19.7,13.8,21.2,1019.2
5818,14.7,16.5,17.4,1010.4
5819,15.4,15.9,19.9,1011.2
5820,28.4,20.7,28.7,
5821,38.0,27.2,38.4,1011.1
5822,27.1,16.1,29.7,1021.3
5823,24.3,15.5,25.1,
5824,21.0,18.6,23.1,1012.5
5825,25.1,21.4,27.4,1014.0
5826,27.2,21.8,27.8,1021.0
5827,27.0,12.9,27.6,1010.2
5828,21.0,7.0,21.4,1013.5
5829,19.2,15.8,21.8,1016.7
5830,15.1,11.5,15.5,1018.7
5831,15.0,12.9,16.2,1021.5
5832,14.5,9.4,14.5,
5833,11.5,8.2,12.9,1033.6
5834,13.1,10.6,14.1,1013.6
5835,14.8,13.6,17.3,1007.1
5836,20.7,16.1,21.6,1018.4
5837,20.3,13.4,21.4,1017.6
5838,12.8,8.9,14.5,1024.9
5839,26.5,19.9,29.0,1008.0
5840,23.6,21.8,24.9,1019.8
5841,19.5,15.9,20.7,1014.6
5842,15.9,14.5,16.5,1019.9
5843,16.0,8.9,16.6,1019.9
5844,22.7,15.0,23.1,1025.1
5845,36.4,27.6,38.1,1005.2
5846,30.2,19.5,31.4,1017.5
5847,15.6,12.4,16.2,
5848,21.9,18.8,23.3,1017.3
5849,10.6,6.6,11.2,1016.7
5850,30.6,25.6,33.8,1010.8
5851,12.0,20.0,21.3,1009.3
5852,29.9,30.1,31.8,1004.9
5853,16.3,4.0,16.7,1027.5
5854,14.4,10.3,15.8,1022.8
5855,,24.0,38.5,
5856,20.4,21.5,23.1,
5857,22.1,19.1,24.3,
5858,12.0,7.5,12.3,1020.0
5859,23.0,17.7,24.0,1021.6
5860,27.2,17.0,27.5,1014.7
5861,21.9,11.7,23.0,1020.1
5862,12.6,9.8,14.4,1021.1
5863,27.1,19.3,28.5,1021.9
5864,23.0,17.5,25.7,1016.6
5865,28.9,23.5,31.6,1005.1
5866,25.7,23.7,27.7,1014.7
5867,34.7,26.9,35.4,1010.9
5868,24.8,13.0,27.5,1024.6
5869,16.7,12.1,17.4,1023.0
5870,28.1,19.6,28.5,1012.5
5871,17.4,17.8,20.7,1009.4
5872,16.7,16.3,18.2,1025.4
5873,18.4,10.8,19.4,
5874,14.5,14.5,15.2,
5875,33.9,24.5,35.7,1001.7
5876,19.5,14.7,20.5,1014.9
5877,23.4,22.4,24.8,
5878,21.6,21.0,23.0,1014.2
5879,20.5,15.0,20.8,1017.4
5880,27.4,25.2,28.8,1022.7
5881,27.2,20.4,28.3,1009.4
5882,15.0,8.6,15.3,1021.6
5883,25.9,19.7,28.3,1017.7
5884,14.1,13.9,16.1,1021.7
5885,19.7,18.2,20.3,1016.4
5886,18.2,15.3,19.1,1016.5
5887,17.6,14.7,18.3,
5888,27.2,25.5,29.0,1012.9
5889,26.8,25.4,29.2,1019.7
5890,28.1,17.7,29.7,1015.2
5891,10.8,12.6,13.6,1012.1
5892,14.9,12.2,15.6,1026.4
5893,25.7,15.7,27.2,1016.2
5894,13.9,13.8,16.0,1025.9
5895,23.1,18.1,23.6,1020.5
5896,36.2,29.1,37.0,1004.6
5897,19.4,14.8,20.7,1024.9
5898,15.5,11.4,16.4,1016.2
5899,21.9,11.5,22.1,1030.5
5900,21.1,23.0,23.6,1006.3
5901,23.4,22.4,25.0,1007.4
5902,27.1,29.4,36.8,1007.2
5903,29.5,14.1,30.4,1008.5
5904,30.2,21.6,32.1,1005.5
5905,22.0,21.4,23.1,1000.6
5906,23.9,15.9,24.1,1014.0
5907,25.9,19.3,26.6,1015.7
5908,16.3,11.8,17.8,1019.6
5909,20.2,19.5,24.0,1008.8
5910,14.8,11.7,15.3,1016.9
5911,22.4,20.8,23.6,1015.9
5912,16.0,11.2,16.9,1030.0
5913,26.2,21.8,27.2,1010.2
5914,18.1,14.7,19.2,1014.7
5915,25.6,15.8,27.6,1015.0
5916,17.0,16.6,18.8,
5917,28.6,23.5,29.8,1014.8
5918,22.1,15.5,22.7,1022.6
5919,22.1,18.4,23.3,1014.4
5920,19.3,15.8,20.1,1013.8
5921,15.4,10.9,17.5,1023.0
5922,27.7,21.7,29.4,1020.4
5923,14.5,15.1,18.6,1011.4
5924,34.8,22.4,36.7,1009.9
5925,12.6,10.1,14.2,1016.4
5926,,,,
5927,27.0,16.5,27.5,1019.0
5928,17.3,16.0,18.4,1016.4
5929,15.4,15.3,18.5,1013.7
5930,12.3,12.7,17.9,1002.4
5931,23.5,25.5,25.5,1003.3
5932,19.6,14.7,20.5,1017.2
5933,23.6,23.2,25.6,1020.2
5934,27.1,25.4,29.5,1016.4
5935,14.1,5.8,15.0,1006.3
5936,28.1,25.7,29.2,1007.9
5937,16.5,10.1,17.8,1028.8
5938,11.4,8.0,12.1,1030.1
5939,17.2,12.1,17.9,1002.7
5940,26.6,19.6,27.5,1016.2
5941,15.2,12.2,16.6,1025.0
5942,21.1,12.5,21.5,1019.9
5943,25.9,22.9,26.9,1016.8
5944,20.3,16.3,22.0,1016.3
5945,18.5,16.8,20.3,
5946,11.4,12.5,13.7,998.3
5947,16.7,15.2,19.5,1010.4
5948,15.3,14.7,16.9,1020.9
5949,12.2,11.4,13.1,1006.7
5950,13.3,10.9,14.6,1030.9
5951,4.6,3.9,8.5,
5952,24.3,16.2,25.1,1023.2
5953,17.7,15.1,19.5,1024.1
5954,26.9,17.6,30.4,1013.1
5955,16.6,9.9,17.6,1017.9
5956,25.5,17.1,27.7,1009.7
5957,22.6,16.1,24.3,1013.7
5958,29.3,27.4,30.4,1012.1
5959,14.6,5.5,15.9,1023.8
5960,18.3,16.8,19.2,1023.0
5961,21.1,14.1,22.9,1022.0
5962,30.6,21.8,,
5963,21.1,15.1,23.0,1013.9
5964,25.7,18.9,27.4,1019.4
5965,20.9,16.0,22.0,1014.6
